==============================================================================
==============================================================================
Time (ms),Original Ref (rad),Final Ref (rad),Angle (rad),TrialNum,TrialValue,U_Actual (V),Ball
610,0.00000,0.00000,0.00000,1,-1.00,-0.55754,146.00
615,0.00000,0.00000,-0.05712,1,-1.00,-0.73470,709.00
620,0.00000,0.00000,-0.02856,1,-1.00,-0.63427,568.00
625,0.00000,0.00000,0.04284,1,-1.00,0.20796,89.00
630,0.00000,0.00000,-0.02856,1,-1.00,-0.74324,518.00
635,0.00000,0.00000,-0.04284,1,-1.00,-0.75982,732.00
640,0.00000,0.00000,0.01428,1,-1.00,0.00648,146.00
645,0.00000,0.00000,-0.01428,1,-1.00,-0.66697,300.00
650,0.00000,0.00000,-0.14280,1,-1.00,-1.13963,783.00
655,0.00000,0.00000,0.01428,1,-1.00,0.12277,317.00
660,0.00000,0.00000,0.00000,1,-1.00,-0.58630,143.00
665,0.00000,0.00000,-0.04284,1,-1.00,-0.73954,705.00
670,0.00000,0.00000,-0.01428,1,-1.00,-0.59756,577.00
675,0.00000,0.00000,0.02856,1,-1.00,0.16087,84.00
680,0.00000,0.00000,-0.02856,1,-1.00,-0.69441,510.00
685,0.00000,0.00000,-0.02856,1,-1.00,-0.64498,729.00
690,0.00000,0.00000,0.05712,1,-1.00,0.30472,143.00
695,0.00000,0.00000,-0.01428,1,-1.00,-0.63426,298.00
700,0.00000,0.00000,-0.04284,1,-1.00,-0.71693,777.00
705,0.00000,0.00000,0.07140,1,-1.00,0.38003,281.00
710,0.00000,0.00000,0.00000,1,-1.00,-0.56721,140.00
715,0.00000,0.00000,-0.04284,1,-1.00,-0.72011,702.00
720,0.00000,0.00000,-0.01428,1,-1.00,-0.57573,558.00
725,0.00000,0.00000,0.04284,1,-1.00,0.24402,78.00
730,0.00000,0.00000,-0.02856,1,-1.00,-0.68448,506.00
735,0.00000,0.00000,-0.02856,1,-1.00,-0.62828,723.00
740,0.00000,0.00000,0.04284,1,-1.00,0.27520,134.00
745,0.00000,0.00000,-0.01428,1,-1.00,-0.62659,292.00
750,0.00000,0.00000,-0.05712,1,-1.00,-0.77570,772.00
